หน้า (PAGE),รหัสสินค้า (PART NUMBER),รหัสเดิม (OLD NO.),ยี่ห้อ/OEM,เลขอ้างอิง (CROSS REFERENCE),รุ่นรถ/หมายเหตุ (APPLICATION)
102,ST86850,ST-KT6850,长（length)*宽（width)*高(height),295*212*57,
102,ST86850,ST-KT6850,OF,FENDT芬特农用机械 E619L/C30154/H178.810.130.070/H117.811.130.100,
102,ST86851,ST-KT6851,长（length)*宽（width)*高(height),243.5*173*50,
102,ST86851,ST-KT6851,OF,CU2582,
102,ST86852,ST-KT6852,长（length)*宽（width)*高(height),210*144*147,
102,ST86852,ST-KT6852,OF,,
102,ST86853,ST-KT6853,长（length)*宽（width)*高(height),254*312*43,
102,ST86853,ST-KT6853,OF,KOMATSU小松/DUMP TRUCKS拖斗车/AF55727/P606063/427-07-22120/426-07-32441,
102,ST86854,ST-KT6854,长（length)*宽（width)*高(height),387*167*46,
102,ST86854,ST-KT6854,OF,PC200-8外置,
102,ST86855,ST-KT6855,长（length)*宽（width)*高(height),308*157*43,
102,ST86855,ST-KT6855,OF,日立装载机                   17801-64060,
102,ST86856,ST-KT6856,长（length)*宽（width)*高(height),213*160*58,
102,ST86856,ST-KT6856,OF,SK220-3内置/P818677/56186-40150,
103,ST86857,ST-KT6857,长（length)*宽（width)*高(height),286*226*49,
103,ST86857,ST-KT6857,OF,CAT322C/324D/325C/330C LOADR:980G/988H/AF25664/87970N/1127448,
103,ST86858,ST-KT6857,长（length)*宽（width)*高(height),300*146*35,
103,ST86858,ST-KT6857,OF,现代225-9/DH300-7/9/471-00019,
103,ST86859,ST-KT6859,长（length)*宽（width)*高(height),262*138*30,
103,ST86859,ST-KT6859,OF,IVECO依维柯/504209106/504209107,
103,ST86860,ST-KT6860,长（length)*宽（width)*高(height),465*177*70,
103,ST86860,ST-KT6860,OF,AF26413/AF26671/CU4795/81619100018,
103,ST86861,ST-KT6861,长（length)*宽（width)*高(height),100*198*20,
103,ST86861,ST-KT6861,OF,小松LC系列 PC160LC-7E0/200LC-7/8/PC220LC-8/400LC-7/PC600LC-8/800LC-8/208-979-7740/209-979-7740,
103,ST86862,ST-KT6862,长（length)*宽（width)*高(height),440*99*38,
103,ST86862,ST-KT6862,OF,依维柯 大型客车拖头CU4466/2995966/93162385,
103,ST86863,ST-KT6863,长（length)*宽（width)*高(height),240*112*24,
103,ST86863,ST-KT6863,OF,PC50/55内置                 22B9791740,
103,ST86864,ST-KT6864,长（length)*宽（width)*高(height),365*160*25,
103,ST86864,ST-KT6864,OF,华一装载机        F11U10J3/HV037561,
103,SY86865,ST-KT6865,长（length)*宽（width)*高(height),472*124*57,
103,SY86865,ST-KT6865,OF,道依茨/芬特农用机械4336385/E622L/C48140/  H716.810.130.010,
103,ST86866,ST-KT6866,长（length)*宽（width)*高(height),398*163*37,426e
103,ST86866,ST-KT6866,OF,211-2660 417-8133,
103,ST86867,ST-KT6867,长（length)*宽（width)*高(height),408*119*58,
103,ST86867,ST-KT6867,OF,道依茨/芬特农用机械 CU4197/H716.810.130.101,
103,ST86868,ST-KT6868,长（length)*宽（width)*高(height),438*121*15,
103,ST86868,ST-KT6868,OF,小松 PC228US系列,
,ST86870,,,PC200-8  208-979-7530,
103,ST86872,ST-KT6872,长（length)*宽（width)*高(height),211*140*45,
103,ST86872,ST-KT6872,OF,CAT反铲式装载机 414E/416D/420D/422E/428D/P785965/AF26248/227-7449,
103,ST86881,ST-KT6881,长（length)*宽（width)*高(height),373*180*20,
103,ST86881,ST-KT6881,OF,三一挖机                       FS-K957/B222100000713,
104,ST86882,ST-KT6882,长（length)*宽（width)*高(height),215*120*15/233*120*15,
104,ST86882,ST-KT6882,OF,小松挖掘机                    22B-979-1730/PA5651,
104,ST86889,ST-KT6889,长（length)*宽（width)*高(height),230*180*46,
104,ST86889,ST-KT6889,OF,WAC2772/KHR2772,
104,ST86892,ST-KT6892,长（length)*宽（width)*高(height),,
104,ST86892,ST-KT6892,OF,日立60/70/ZX60/70/ZAX60/70/4S00687,
104,ST86893,ST-KT6893,长（length)*宽（width)*高(height),,
104,ST86893,ST-KT6893,OF,EX471-5/ZAX470-5/YA00001490,
104,ST86894,ST-KT6894,长（length)*宽（width)*高(height),210*108*58,
104,ST86894,ST-KT6894,OF,加藤HD512/820/140*1023空气滤清器,
104,ST86899,ST-KT6899,长（length)*宽（width)*高(height),215*150*8,
104,ST86899,ST-KT6899,OF,小松55/PC55 神钢SK115-135,
104,ST86900,ST-KT6900,长（length)*宽（width)*高(height),590*115*20,
104,ST86900,ST-KT6900,OF,卡特CAT320D2*323D/324D外置 小松挖掘机,
104,ST86900,ST-GC5001,,六回路带干燥器,
104,ST86900,ST-GC5002,,东风小天龙,
104,ST86900,ST-GC5003,,空气干燥器总成DR-5,
104,ST86900,ST-GC5004,,华凌干燥器DR-5,
104,ST86900,ST-GC5005,,干燥筒                   4324100202,
104,ST86900,ST-GC5006,,江滩干燥器,
104,ST86900,ST-GC5007,,干燥筒,
104,ST86900,ST-GC5008,,四回路干燥器大力神,
104,ST86900,ST-GC5009,,干燥器总成,
104,ST86900,ST-GC5010,,四回路干燥器奥威,
104,ST86900,ST-GC5011,,153 DRYER 153干燥器,
104,ST86900,ST-GC5012,,四回路干燥器福田,
104,ST86900,ST-GC5013,,红色铁马,
104,ST86900,ST-GC5014,,空气干燥器总成                  原厂编号：DR-31,
104,ST86900,ST-GC5015,,东风大天龙,
104,ST86900,ST-GC5016,,东风霸龙,
104,ST86900,ST-GC5017,,干燥器总成DR-41,
104,ST86900,ST-GC5018,,干燥器总成MS-ICW520,
104,ST86900,ST-GC5019,,六回路干燥器,
104,ST86900,ST-GC5020,,大力神干燥器总成,
104,ST86900,ST-GC5021,,青气六回路总成,
104,ST86900,ST-GC5022,,大天龙干燥器,
104,ST86900,ST-ZC4003,,ST40619AB,
104,ST86900,ST-KT6900,,EX230-6/EX240/EX250 4430601,
104,ST86900,ST-ZC4004,,ST40629AB,
104,ST86900,ST-KT6900,,E330 193-2714,
104,ST86900,ST-ZC4005,,ST40639AB,
104,ST86900,ST-KT6900,,E320/E325B                    162-6201,
104,ST86900,ST-ZC4006,,ST40659AB,
104,ST86900,ST-KT6900,,PC360,
104,ST86900,ST-ZC4007,,ST40640AB,
104,ST86900,ST-KT6900,,PC220-7/R250-7 6378-81-7200,
104,ST86900,ST-ZC4008,,ST40700AB,
104,ST86900,ST-KT6900,,YM70,
104,ST86900,ST-ZC4009,,ST40626AB,
104,ST86900,ST-KT6900,,SK320-6 4430601,
104,ST86900,ST-ZC4010,,ST40620AB,
104,ST86900,ST-KT6900,,EX200 HD200 SK200,
104,ST86900,ST-ZC4011,,起动机专用,
104,ST86900,ST-ZC4012,,YM4TNV88,
104,ST86900,ST-ZC4013,,EX200-5,
104,ST86900,ST-ZC4014,,R250-7,
104,ST86900,ST-ZC4015,,日野,
104,ST86900,ST-ZC4016,,起动机专用,
104,ST86900,ST-ZC4017,,PC450,
104,ST86900,ST-KT6900,,ST41340AB,
104,ST86900,ST-ZC4018,,VOLVO360,
104,ST86900,ST-KT6900,,ST41341AB,
104,ST86900,ST-ZC4019,,EX450,
104,ST86900,ST-KT6900,,ST41340AB,
104,ST86900,ST-ZC4020,,EX330,
104,ST86900,ST-ZC4021,,SK350-8,
104,ST86900,ST-KT6900,,ST40659AB,
104,ST86900,ST-ZC4022,,PC200-7,
104,ST86900,ST-KT6900,,ST40630AB,
104,ST86900,ST-ZC4023,,SK200-8 SK210-8,
104,ST86900,ST-KT6900,,ST40619AB,
104,ST86900,ST-ZC4024,,PC200-6,
104,ST86900,ST-KT6900,,ST40611AB,
104,ST86900,ST-ZC4025,,E320B,
104,ST86900,ST-KT6900,,ST40639AB,
104,ST86900,ST-ZC4026,,SK200-5 SK200-6,
104,ST86900,ST-ZC4027,,山河智能,
104,ST86900,ST-KT6900,,ST40131AB,
104,ST86900,ST-ZC4028,,SK60,
104,ST86900,ST-KT6900,,ST40700AB,
104,ST86900,ST-ZC4029,,EX60 EX70,
104,ST86900,ST-KT6900,,ST40700AB,
104,ST86900,ST-ZC4030,,PC60,
104,ST86900,ST-KT6900,,ST40700AB,
104,ST86900,ST-ZC4031,,E307 铁壳,
104,ST86900,ST-ZC4032,,E312D E315,
104,ST86900,ST-ZC4033,,EX60 EX70 铁壳,
104,ST86900,ST-ZC4034,,SK230-6,
104,ST86900,ST-ZC4035,,ZAX80 ZAX90,
104,ST86900,ST-ZC4036,,ZAX70-5G,
104,ST86900,ST-ZC4037,,HD820,
104,ST86900,ST-ZC4038,,SY75铁壳,
104,ST86900,ST-ZC4039,,石川岛80,
104,ST86900,ST-ZC4040,,EC240 EC290,
104,ST86900,ST-ZC4041,,R210-7,
104,ST86900,ST-ZC4042,,,
104,ST86900,ST-ZC4043,,,
104,ST86900,ST-ZC4044,,,
104,ST86900,ST-SP833A,,,
115,ST90001,,,600-211-5241,
115,ST90002,,,6136-51-5121,
115,ST90003,,,5I-7950,
115,ST90004,,,IR-0716,
115,ST90005,,,65.05510-5009S,
115,ST90006,,,5735-51-5141,
115,ST90007,,,8-97049708-1,
115,ST90008,,,4622562 4448336,
115,ST90009,,,15607-2190,
115,ST90010,,,IR-0739,
115,ST90011,,,IR-1807,
115,ST90012,,,IR-0716                        IR-1808,
115,ST90013,,,600-211-1340,
115,ST90014,,,600-311-5610,
116,ST90015,,,4I-3948,
116,ST90016,,,5I-8670,
116,ST90017,,,4630525,
116,ST90018,,,4429726                     4429727,
116,ST90019,,,6735-51-5142,
